Tempo Total de Jogo (s);Tempo Médio por Resposta Correta (ms);Tempo Médio por Resposta Errada (ms);Quantidade de Respostas Certas;Média de Respostas Certas (%);Quantidade de Respostas Erradas;Média de Respostas Erradas (%)
16;0.00;0.00;0;0.00;0;100.00
